id	filename	md5	size	state
415c4829-0725-48bf-9d92-44fd0b2a51f3	415c4829-0725-48bf-9d92-44fd0b2a51f3/6929742068_R05C02_Grn.idat	ef83c0e39b5a9983aa1b3a8492a8f2f1	8095230	validated
432c103d-8592-4c33-878b-659b47f6d623	432c103d-8592-4c33-878b-659b47f6d623/6055424076_R02C02_Grn.idat	7f1276821b7e254576ab924f2c681364	8091452	validated
480e3867-1bef-4cfb-bceb-a235384487c1	480e3867-1bef-4cfb-bceb-a235384487c1/6057825101_R05C01_Red.idat	9bcf08e0a8ba47f63c334c2ac57732eb	8095268	validated
4ae73ab5-88e5-4177-ac05-5761c41dc728	4ae73ab5-88e5-4177-ac05-5761c41dc728/6285633083_R01C01_Grn.idat	ca4246e5d8ada7fc99e85a5287cf1bbb	8095253	validated
4d7f1255-5b20-4b47-a4ad-500eef50b247	4d7f1255-5b20-4b47-a4ad-500eef50b247/6285633079_R05C01_Red.idat	252dce24af9a98ae0a6261b890bb1be6	8095206	validated
4efd8d0d-f17a-40d0-930c-b229f4e54ed4	4efd8d0d-f17a-40d0-930c-b229f4e54ed4/6285633054_R05C02_Grn.idat	47ab6667cd9f99f8a37de937b15879d2	8095276	validated
54ee5605-661c-4082-8760-00e29c55e3ca	54ee5605-661c-4082-8760-00e29c55e3ca/9305216074_R01C02_Grn.idat	777cb05407a94639145953e5b40c49a8	8095273	validated
55880c5e-b9d9-473a-ba24-91293fc6ccc0	55880c5e-b9d9-473a-ba24-91293fc6ccc0/6042308087_R01C02_Grn.idat	efa650ceec5d561a1720db98c67f1721	8095236	validated
5798f606-11d1-460c-b47b-1c01235d205a	5798f606-11d1-460c-b47b-1c01235d205a/6285633079_R02C02_Grn.idat	5d18890398b79d860562b3ab0667aa5b	8095204	validated
5b3692cf-a55d-4c6d-bbf1-92b3e6363d12	5b3692cf-a55d-4c6d-bbf1-92b3e6363d12/6929742070_R02C01_Red.idat	478c41a1f914a046805237fb7512a21c	8095243	validated
5b8832aa-a5b0-45cf-b838-14bdde58aa38	5b8832aa-a5b0-45cf-b838-14bdde58aa38/9305216074_R01C01_Grn.idat	ecd16319cc91280052dbba169fe6618d	8095274	validated
5f1b20cf-c94c-4c82-b2cc-ec6a81563041	5f1b20cf-c94c-4c82-b2cc-ec6a81563041/6264488074_R04C02_Red.idat	2ae08ddbd4b119dcbc468bed0f0a7019	8095264	validated
6199fc15-5b30-419d-a197-b6f834132ecf	6199fc15-5b30-419d-a197-b6f834132ecf/9305216126_R05C01_Grn.idat	e31a0c7c79202cd6007a714ce154a4c3	8095288	validated
65b79692-eb12-4043-81aa-5aa183c0ba99	65b79692-eb12-4043-81aa-5aa183c0ba99/7786923103_R06C02_Grn.idat	67bcef4756cd3af30b6444463e6b2af7	8095280	validated
65f13cc2-1878-4d86-a865-3d96d368d917	65f13cc2-1878-4d86-a865-3d96d368d917/6055424086_R03C01_Grn.idat	cc3bfa245bc577be3a5b590aa982b58b	8091452	validated
70eb4a3c-833b-403c-927d-c0057b77a047	70eb4a3c-833b-403c-927d-c0057b77a047/9283265144_R04C01_Grn.idat	d358e86dbca643200197c3d107c6308d	8095313	validated
74f4c004-2c48-4de6-8921-ebbfdb50b223	74f4c004-2c48-4de6-8921-ebbfdb50b223/9305216074_R05C01_Grn.idat	9cdf16eee062ad138c35a939260e9b7e	8095272	validated
76297e22-bc91-432c-b4ca-b32088871e78	76297e22-bc91-432c-b4ca-b32088871e78/8784241001_R06C01_Grn.idat	94ac83c57de06327608791728650c5c6	8095304	validated
7695f0f6-04b8-49c4-9db2-43f35edc3b03	7695f0f6-04b8-49c4-9db2-43f35edc3b03/6057825034_R04C02_Red.idat	ed1e4b2e5eaa866aa77629f5ef3445bc	8095257	validated
7db4f5af-4b39-43e0-b053-3f6d50c38ad5	7db4f5af-4b39-43e0-b053-3f6d50c38ad5/9283265144_R02C01_Grn.idat	664d95af4b5979692248a9211f97c9ee	8095314	validated
82399e5c-0d65-4192-82e4-f77d25314bc4	82399e5c-0d65-4192-82e4-f77d25314bc4/6042308087_R01C01_Red.idat	3f831e3aad2bd504ea9bc6095a5071d5	8095235	validated
8311287d-e781-42d5-95ef-b9968c7e7e97	8311287d-e781-42d5-95ef-b9968c7e7e97/6264488074_R02C02_Grn.idat	393cd3ae045d45b1c2888785e2577f89	8095264	validated
8c05ba99-4762-4f9d-a92d-84408b9658b8	8c05ba99-4762-4f9d-a92d-84408b9658b8/7786923103_R04C01_Grn.idat	d63e9352083ffc3d47dd9a143aff3925	8095275	validated
90af4269-34f7-4d05-9c26-45501a9d3778	90af4269-34f7-4d05-9c26-45501a9d3778/9305216133_R01C01_Red.idat	9545573b6c5edb8bd4d2b02121f575f5	8095298	validated
91d10e96-e16f-43dd-adcf-1ce1288a6d7d	91d10e96-e16f-43dd-adcf-1ce1288a6d7d/6042308087_R02C02_Grn.idat	b6e0cc401eacb9c51a854fca93e1a2bb	8095236	validated
92017803-ff4f-4f3f-a5dd-e1a678e67fe6	92017803-ff4f-4f3f-a5dd-e1a678e67fe6/8784241020_R04C01_Grn.idat	58d0d34f0be0688a778b0692f9f24a31	8095258	validated
a3b6d144-6110-4e48-bfd3-6b36947f5cb0	a3b6d144-6110-4e48-bfd3-6b36947f5cb0/6285633073_R03C02_Grn.idat	a57070c2dde73d684f9b8e70aa638f7c	8095204	validated
a4e51857-bdb2-438f-a24a-2a01f2557791	a4e51857-bdb2-438f-a24a-2a01f2557791/9305216126_R02C01_Red.idat	080eb22cbf6ae6953c32db61dba800fb	8095312	validated
a658b2a6-b1f9-490d-abbc-24cd4477bdaf	a658b2a6-b1f9-490d-abbc-24cd4477bdaf/6042308087_R06C02_Red.idat	9790f5806aae4ee9999495b30fdf5278	8095236	validated
a76c2f8d-9ccb-422a-8428-bf74bdbe7ce0	a76c2f8d-9ccb-422a-8428-bf74bdbe7ce0/6264488072_R05C01_Grn.idat	1ff6f009ddd8d545cec16a8394807376	8095269	validated
aa7a5f0b-f16f-47ad-a2be-516011bead72	aa7a5f0b-f16f-47ad-a2be-516011bead72/6055424086_R03C02_Grn.idat	833c49343141ff938b6c259409ad4280	8091452	validated
ab463f6d-8da0-4cc8-ad69-ba7d32919524	ab463f6d-8da0-4cc8-ad69-ba7d32919524/6055424086_R03C02_Red.idat	11af93768b5b20a821492045570b1470	8091452	validated
af508150-25fd-4390-b00a-77e9fb195ef0	af508150-25fd-4390-b00a-77e9fb195ef0/8784225109_R04C01_Red.idat	a4f716e5c7087a38f5710b496b890031	8095344	validated
b12de983-d3df-4e2a-a3be-1a5cbcc8cbbc	b12de983-d3df-4e2a-a3be-1a5cbcc8cbbc/6264496026_R03C02_Grn.idat	9c28c3474d2f6ba10121b7764a4d2493	8095283	validated
b3330606-99e7-471a-bff5-4691c3b90c6f	b3330606-99e7-471a-bff5-4691c3b90c6f/6042308120_R04C02_Grn.idat	85ab7cab0e3c194b0e8ce7d865adaf56	8095236	validated
b41c1922-2369-42fd-91ee-dcdec41af9dd	b41c1922-2369-42fd-91ee-dcdec41af9dd/6285633040_R06C01_Red.idat	b1b21efa4f8cf129fa60bce11ad8b93d	8095288	validated
b5b922c6-6262-486a-80a4-ec5df981e12f	b5b922c6-6262-486a-80a4-ec5df981e12f/3999492078_R04C01_Red.idat	a430f2e0e7870a3fdc5fd9a15b2c58e0	8095272	validated
b75fa3e4-ceca-4f80-bade-e246108899b6	b75fa3e4-ceca-4f80-bade-e246108899b6/6042308099_R04C02_Grn.idat	79fae925bce4c9257255c0cad620c907	8095236	validated
ba01001f-2c63-4c3b-b238-484215e3e3d7	ba01001f-2c63-4c3b-b238-484215e3e3d7/6264488071_R05C01_Red.idat	93fce63a1b46612754c6ebcdc34a0a86	8095260	validated
ba34e6b1-88dd-4cef-bfaa-25a10f9d72e7	ba34e6b1-88dd-4cef-bfaa-25a10f9d72e7/7786923103_R02C02_Red.idat	bb2f6dfd0dc1943290ed4c3bb947cae0	8095280	validated
bb34a31b-91f1-4dbe-ac15-a3824fff56e9	bb34a31b-91f1-4dbe-ac15-a3824fff56e9/8784241130_R03C01_Red.idat	6e9a7be0d0667e74eba8b83212154c86	8095304	validated
bb710acf-3cd9-40a1-9695-4a2dfa05d4e5	bb710acf-3cd9-40a1-9695-4a2dfa05d4e5/6055424040_R02C01_Grn.idat	02a50e947755d907d5941ee52bb64aa2	8091452	validated
c033ea15-7f2a-402e-af7d-0a7459c3c392	c033ea15-7f2a-402e-af7d-0a7459c3c392/9283265142_R06C01_Grn.idat	8704987dd4c87c70623a6c485c96c795	8095319	validated
c1153e46-f984-41ad-bd19-f5c5c6828d4a	c1153e46-f984-41ad-bd19-f5c5c6828d4a/6264488074_R05C01_Grn.idat	78bb12232439ec91ae31d6e690e47a59	8095268	validated
c33bc55e-0bf3-4e88-818e-ffab3eae5916	c33bc55e-0bf3-4e88-818e-ffab3eae5916/6264488071_R05C02_Red.idat	e6d4161e5e9d03fc28e9e1c58c796078	8095259	validated
c499350c-b061-46c2-b5d7-55236a0c4c1b	c499350c-b061-46c2-b5d7-55236a0c4c1b/6929742070_R05C01_Grn.idat	3ecd73102c05c35a0f82e55b5dac7ed0	8095237	validated
c8b9a202-87ea-4e7c-a184-d06743bc0932	c8b9a202-87ea-4e7c-a184-d06743bc0932/7786923090_R05C02_Grn.idat	d88d2bada4a79f87005238eb2ead0675	8095272	validated
d7bbb927-3226-4d8b-9bc3-db179f28add4	d7bbb927-3226-4d8b-9bc3-db179f28add4/6042308120_R03C01_Red.idat	b864af6e508508ed321623a0694b2340	8095236	validated
e0fd228c-4411-4804-aec0-1b70fcd353ae	e0fd228c-4411-4804-aec0-1b70fcd353ae/6055424054_R01C02_Red.idat	7cca4f87cdc84b2eeda876f635b60013	8091452	validated
e30ea45e-2418-4eec-ac49-cd3add86eb72	e30ea45e-2418-4eec-ac49-cd3add86eb72/6042308087_R06C02_Grn.idat	adeffbca09953a33a77c2d6e96897afc	8095236	validated
e6bf7834-f577-4783-a6c0-d17e6aa34f2c	e6bf7834-f577-4783-a6c0-d17e6aa34f2c/6285633054_R03C02_Grn.idat	cb26bcedca40a536cb69331c03068b0c	8095272	validated
e9973ba2-f5cc-4a23-856a-6384224f799b	e9973ba2-f5cc-4a23-856a-6384224f799b/6055424040_R01C01_Red.idat	52ef788da449244f0f049c8fa5eaa949	8091452	validated
ec3d9a64-c446-4af7-b9dd-c09904dffca7	ec3d9a64-c446-4af7-b9dd-c09904dffca7/9283265127_R06C02_Red.idat	528cf27ab543681a34d3f6eda83f7dd7	8095316	validated
ec5c230e-7e04-47e1-bd6c-afd6a7fd7f66	ec5c230e-7e04-47e1-bd6c-afd6a7fd7f66/9305216133_R01C02_Grn.idat	fb4af9b2e69498d36b5f291c265a15f8	8095297	validated
ec830c63-eb55-4808-9373-9fb29d4e946c	ec830c63-eb55-4808-9373-9fb29d4e946c/8784241130_R05C01_Grn.idat	631f1301ad3a9249de0a0ae3a194871a	8095307	validated
f08db5aa-15b2-41d3-93bc-02f0955c95b0	f08db5aa-15b2-41d3-93bc-02f0955c95b0/6264488071_R01C01_Grn.idat	8b1fe1fabc9ce46d0a1a316ea46f206a	8095264	validated
f2fed13d-645e-4dcc-a3c5-5575c6dd4ef1	f2fed13d-645e-4dcc-a3c5-5575c6dd4ef1/6285633079_R03C01_Red.idat	679b4732fcca181f62ae97234e64fe5c	8095204	validated
f618d9f7-2fce-40ac-ac1a-9aba587600a9	f618d9f7-2fce-40ac-ac1a-9aba587600a9/9283265142_R02C02_Red.idat	a0215c0a3643b7dcc9d4ffd4594db9a7	8095312	validated
f93a97e1-6f53-4cd9-97b1-fbbd716649b2	f93a97e1-6f53-4cd9-97b1-fbbd716649b2/7796806154_R03C02_Grn.idat	3aa64be9622fd8964c61ddc3672f27c0	8095277	validated
f97764b5-46a9-4bfe-90f0-1c8571fd62db	f97764b5-46a9-4bfe-90f0-1c8571fd62db/6285633079_R02C02_Red.idat	1104b5fcd4d166ffa58a073199c578d5	8095204	validated
fccdb552-def6-451d-bac8-c262d243c2b4	fccdb552-def6-451d-bac8-c262d243c2b4/9283265144_R01C02_Red.idat	a68cc2ea3e8928f41acdea816e0dba78	8095313	validated
fce8da2c-f613-4bce-bdb2-b6f0c56d4a85	fce8da2c-f613-4bce-bdb2-b6f0c56d4a85/7786923103_R01C01_Red.idat	2d295016fadcd1ecfbb87dbae0644abe	8095279	validated
fed8afc1-4c4c-46ff-bd40-0e3e42849e0f	fed8afc1-4c4c-46ff-bd40-0e3e42849e0f/9305216121_R01C01_Grn.idat	bfd3fc3d4d5e996678cebd143415c10c	8095287	validated
